movieId,title,genres
517,Executive Decision (1996),Action|Adventure|Thriller
518,Much Ado About Nothing (1993),Comedy|Romance
519,"Next Karate Kid, The (1994)",Action|Children|Romance
520,Philadelphia (1993),Drama
521,Renaissance Man (1994),Comedy|Drama
522,Robin Hood: Men in Tights (1993),Comedy
523,Rudy (1993),Drama
524,Serial Mom (1994),Comedy|Crime|Horror
525,Sirens (1994),Drama
526,Sliver (1993),Thriller
527,Son in Law (1993),Comedy|Drama|Romance
528,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
529,"Little Rascals, The (1994)",Children|Comedy
530,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
531,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
532,"Aristocats, The (1970)",Animation|Children
533,Primal Fear (1996),Crime|Drama|Mystery|Thriller
534,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
535,Sgt. Bilko (1996),Comedy
536,Diabolique (1996),Drama|Thriller
537,"Substitute, The (1996)",Action|Crime|Drama
538,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
539,Flipper (1996),Adventure|Children
540,Multiplicity (1996),Comedy
541,Striptease (1996),Comedy|Crime
542,Jack (1996),Comedy|Drama
543,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
544,"Frighteners, The (1996)",Comedy|Horror|Thriller
545,Harriet the Spy (1996),Children|Comedy
546,Phenomenon (1996),Drama|Romance
547,"Very Brady Sequel, A (1996)",Comedy
548,"First Wives Club, The (1996)",Comedy
549,Matilda (1996),Children|Comedy|Fantasy
550,Emma (1996),Comedy|Drama|Romance
551,"Crow: City of Angels, The (1996)",Action|Thriller
552,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
553,Tin Cup (1996),Comedy|Drama|Romance
554,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
555,Fly Away Home (1996),Adventure|Children
556,Michael Collins (1996),Drama
557,Last Man Standing (1996),Action|Crime|Drama|Thriller
558,2 Days in the Valley (1996),Crime|Film-Noir
559,Sleepers (1996),Thriller
560,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
561,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
562,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
563,Top Gun (1986),Action|Romance
564,Dead Poets Society (1989),Drama
565,Contact (1997),Drama|Sci-Fi
566,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
567,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
568,As Good as It Gets (1997),Comedy|Drama|Romance
569,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
570,Notting Hill (1999),Comedy|Romance
571,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
572,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
573,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
574,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
575,Mission to Mars (2000),Sci-Fi
576,Mission: Impossible II (2000),Action|Adventure|Thriller
577,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
578,Remember the Titans (2000),Drama
579,Charlie's Angels (2000),Action|Comedy
580,Unbreakable (2000),Drama|Sci-Fi
581,What Women Want (2000),Comedy|Romance
582,Enemy at the Gates (2001),Drama|War
583,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
584,Pearl Harbor (2001),Action|Drama|Romance|War
585,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
586,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
587,"Princess Diaries, The (2001)",Children|Comedy|Romance
588,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
589,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
590,Ocean's Eleven (2001),Crime|Thriller
591,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
592,"Beautiful Mind, A (2001)",Drama|Romance
593,Ice Age (2002),Adventure|Animation|Children|Comedy
594,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
595,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
596,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
597,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
598,Road to Perdition (2002),Crime|Drama
599,Signs (2002),Horror|Sci-Fi|Thriller
600,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
601,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
602,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
603,Catch Me If You Can (2002),Crime|Drama
604,Chicago (2002),Comedy|Crime|Drama|Musical
605,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
606,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
607,Hulk (2003),Action|Adventure|Sci-Fi
608,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
609,School of Rock (2003),Comedy|Musical
610,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
611,"Last Samurai, The (2003)",Action|Adventure|Drama|War
612,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
613,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller
614,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
615,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
616,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller
617,Dodgeball: A True Underdog Story (2004),Comedy
618,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
619,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
620,"Village, The (2004)",Drama|Mystery|Thriller
621,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
622,Shark Tale (2004),Animation|Children|Comedy
623,Sideways (2004),Comedy|Drama|Romance
624,Saw (2004),Horror|Mystery|Thriller
625,Ray (2004),Drama
626,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
627,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX
628,Finding Neverland (2004),Drama
629,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
630,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
631,"Aviator, The (2004)",Drama
632,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
633,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
634,Hostage (2005),Action|Crime|Drama|Thriller
635,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
636,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
637,Kingdom of Heaven (2005),Action|Drama|Romance|War
638,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
639,Batman Begins (2005),Action|Crime|IMAX
640,Bewitched (2005),Comedy|Fantasy|Romance
641,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
642,"Island, The (2005)",Action|Sci-Fi|Thriller
643,Capote (2005),Crime|Drama
644,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
645,Cars (2006),Animation|Children|Comedy
646,"Lake House, The (2006)",Drama|Fantasy|Romance
647,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX
648,Flags of Our Fathers (2006),Drama|War
649,Casino Royale (2006),Action|Adventure|Thriller
650,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
651,"Holiday, The (2006)",Comedy|Romance
652,Home Alone (1990),Children|Comedy
653,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
654,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller
655,Glengarry Glen Ross (1992),Drama
656,Witness (1985),Drama|Romance|Thriller
657,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
658,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
659,"Producers, The (1968)",Comedy
660,Phantasm (1979),Horror|Sci-Fi
661,Any Given Sunday (1999),Drama
662,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
663,Serpico (1973),Crime|Drama
664,Twins (1988),Comedy
665,Austin Powers in Goldmember (2002),Comedy
666,xXx (2002),Action|Crime|Thriller
667,Die Another Day (2002),Action|Adventure|Thriller
668,Adaptation (2002),Comedy|Drama|Romance
669,Gangs of New York (2002),Crime|Drama
670,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
671,Dirty Dancing (1987),Drama|Musical|Romance
672,"Graduate, The (1967)",Comedy|Drama|Romance
673,When Harry Met Sally... (1989),Comedy|Romance
674,Bring It On (2000),Comedy
675,Legally Blonde (2001),Comedy|Romance
676,"Walk to Remember, A (2002)",Drama|Romance
677,About a Boy (2002),Comedy|Drama|Romance
678,Sweet Home Alabama (2002),Comedy|Romance
679,Maid in Manhattan (2002),Comedy|Romance
680,Two Weeks Notice (2002),Comedy|Romance
681,How to Lose a Guy in 10 Days (2003),Comedy|Romance
682,Finding Nemo (2003),Adventure|Animation|Children|Comedy
683,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
684,Love Actually (2003),Comedy|Drama|Romance
685,Something's Gotta Give (2003),Comedy|Drama|Romance
686,Girl with a Pearl Earring (2003),Drama|Romance
687,Mona Lisa Smile (2003),Drama|Romance
688,50 First Dates (2004),Comedy|Romance
689,Mean Girls (2004),Comedy
690,Troy (2004),Action|Adventure|Drama|War
691,"Terminal, The (2004)",Comedy|Drama|Romance
692,"Notebook, The (2004)",Drama|Romance
693,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance
694,Hotel Rwanda (2004),Drama|War
695,"Wedding Date, The (2005)",Comedy|Romance
696,Hitch (2005),Comedy|Romance
697,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
698,Pride & Prejudice (2005),Drama|Romance
699,Walk the Line (2005),Drama|Musical|Romance
700,Match Point (2005),Crime|Drama|Romance
701,"Pursuit of Happyness, The (2006)",Drama
702,300 (2007),Action|Fantasy|War|IMAX
703,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
704,Juno (2007),Comedy|Drama|Romance
705,27 Dresses (2008),Comedy|Romance
706,"Definitely, Maybe (2008)",Comedy|Drama|Romance
707,Mamma Mia! (2008),Comedy|Musical|Romance
708,Vicky Cristina Barcelona (2008),Comedy|Drama|Romance
709,"House Bunny, The (2008)",Comedy
710,Quantum of Solace (2008),Action|Adventure|Thriller
711,Twilight (2008),Drama|Fantasy|Romance|Thriller
712,Yes Man (2008),Comedy
713,He's Just Not That Into You (2009),Comedy|Drama|Romance
714,Up (2009),Adventure|Animation|Children|Drama
715,"Proposal, The (2009)",Comedy|Romance
716,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
717,"Ugly Truth, The (2009)",Comedy|Drama|Romance
718,Julie & Julia (2009),Comedy|Drama|Romance
719,Up in the Air (2009),Drama|Romance
720,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance
721,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
722,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller
723,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX
724,Despicable Me (2010),Animation|Children|Comedy|Crime
725,Easy A (2010),Comedy|Romance
726,"King's Speech, The (2010)",Drama
727,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
728,No Strings Attached (2011),Comedy|Romance
729,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX
730,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
731,"Help, The (2011)",Drama
732,Intouchables (2011),Comedy|Drama
733,Brave (2012),Action|Adventure|Animation|Children
734,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX
735,Skyfall (2012),Action|Adventure|Thriller|IMAX
736,Life of Pi (2012),Adventure|Drama|IMAX
737,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
738,About Time (2013),Drama|Fantasy|Romance
739,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
740,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
741,"Grand Budapest Hotel, The (2014)",Comedy|Drama
742,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime
743,Spectre (2015),Action|Adventure|Crime
744,The Intern (2015),Comedy
745,Mortal Kombat (1995),Action|Adventure|Fantasy
746,"River Wild, The (1994)",Action|Thriller
747,Searching for Bobby Fischer (1993),Drama
748,Days of Thunder (1990),Action|Drama|Romance
749,Sling Blade (1996),Drama
750,Die Hard 2 (1990),Action|Adventure|Thriller
751,Under Siege (1992),Action|Drama|Thriller
752,Dante's Peak (1997),Action|Thriller
753,Breakdown (1997),Action|Thriller
754,G.I. Jane (1997),Action|Drama
755,Air Force One (1997),Action|Thriller
756,"Peacemaker, The (1997)",Action|Thriller|War
757,"Jackal, The (1997)",Action|Thriller
758,Amistad (1997),Drama|Mystery
759,Titanic (1997),Drama|Romance
760,Godzilla (1998),Action|Sci-Fi|Thriller
761,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
762,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
763,Shine (1996),Drama|Romance
764,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
765,Deep Impact (1998),Drama|Sci-Fi|Thriller
766,"'burbs, The (1989)",Comedy
767,Splash (1984),Comedy|Fantasy|Romance
768,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
769,She's All That (1999),Comedy|Romance
770,10 Things I Hate About You (1999),Comedy|Romance
771,Never Been Kissed (1999),Comedy|Romance
772,Big Daddy (1999),Comedy
773,Romeo and Juliet (1968),Drama|Romance
774,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
775,Event Horizon (1997),Horror|Sci-Fi|Thriller
776,Seven Years in Tibet (1997),Adventure|Drama|War
777,Chasing Amy (1997),Comedy|Drama|Romance
778,Cruel Intentions (1999),Drama
779,Pitch Black (2000),Horror|Sci-Fi|Thriller
780,Final Destination (2000),Drama|Thriller
781,Shanghai Noon (2000),Action|Adventure|Comedy|Western
782,Gone in 60 Seconds (2000),Action|Crime
783,"Patriot, The (2000)",Action|Drama|War
784,What Lies Beneath (2000),Drama|Horror|Mystery
785,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
786,"Cell, The (2000)",Drama|Horror|Thriller
787,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
788,Snatch (2000),Comedy|Crime|Thriller
789,Hannibal (2001),Horror|Thriller
790,Showgirls (1995),Drama
791,"Cable Guy, The (1996)",Comedy|Thriller
792,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
793,"Godfather, The (1972)",Crime|Drama
794,Aliens (1986),Action|Adventure|Horror|Sci-Fi
795,"Nightmare on Elm Street, A (1984)",Horror|Thriller
796,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
797,Gattaca (1997),Drama|Sci-Fi|Thriller
798,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
799,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
800,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
801,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
802,Ronin (1998),Action|Crime|Thriller
803,Bicentennial Man (1999),Drama|Romance|Sci-Fi
804,Misery (1990),Drama|Horror|Thriller
805,Frequency (2000),Drama|Thriller
806,American Psycho (2000),Crime|Horror|Mystery|Thriller
807,U-571 (2000),Action|Thriller|War
808,Cast Away (2000),Drama
809,"Others, The (2001)",Drama|Horror|Mystery|Thriller
810,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
811,28 Days Later (2002),Action|Horror|Sci-Fi
812,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
813,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
814,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
815,Apocalypto (2006),Adventure|Drama|Thriller
816,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
817,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
818,Ratatouille (2007),Animation|Children|Drama
819,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX
820,Iron Man (2008),Action|Adventure|Sci-Fi
821,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
822,Bolt (2008),Action|Adventure|Animation|Children|Comedy
823,Gran Torino (2008),Crime|Drama
824,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
825,(500) Days of Summer (2009),Comedy|Drama|Romance
826,District 9 (2009),Mystery|Sci-Fi|Thriller
827,9 (2009),Adventure|Animation|Sci-Fi
828,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX
829,Limitless (2011),Sci-Fi|Thriller
830,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller
831,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
832,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
833,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
834,Prometheus (2012),Action|Horror|Sci-Fi|IMAX
835,Looper (2012),Action|Crime|Sci-Fi
836,Oblivion (2013),Action|Adventure|Sci-Fi|IMAX
837,World War Z (2013),Action|Drama|Horror|IMAX
838,Gravity (2013),Action|Sci-Fi|IMAX
839,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
840,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
841,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
842,Gone Girl (2014),Drama|Thriller
843,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
844,John Wick (2014),Action|Thriller
845,Chappie (2015),Action|Thriller
846,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
847,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
848,Doctor Strange (2016),Action|Adventure|Sci-Fi
849,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
850,The Martian (2015),Adventure|Drama|Sci-Fi
851,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
852,10 Cloverfield Lane (2016),Thriller
853,Zootopia (2016),Action|Adventure|Animation|Children|Comedy
854,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi
855,Taxi Driver (1976),Crime|Drama|Thriller
856,Blade Runner (1982),Action|Sci-Fi|Thriller
857,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
858,"Maltese Falcon, The (1941)",Film-Noir|Mystery
859,When We Were Kings (1996),Documentary
860,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
861,"Sex, Lies, and Videotape (1989)",Drama
862,One Flew Over the Cuckoo's Nest (1975),Drama
863,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
864,To Kill a Mockingbird (1962),Drama
865,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
866,Annie Hall (1977),Comedy|Romance
867,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
868,M (1931),Crime|Film-Noir|Thriller
869,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
870,"Manchurian Candidate, The (1962)",Crime|Thriller|War
871,Cool Hand Luke (1967),Drama
872,"Great Dictator, The (1940)",Comedy|Drama|War
873,"Killing Fields, The (1984)",Drama|War
874,Sliding Doors (1998),Drama|Romance
875,Payback (1999),Action|Thriller
876,Arlington Road (1999),Thriller
877,Mystery Men (1999),Action|Comedy|Fantasy
878,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
879,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
880,Man on the Moon (1999),Comedy|Drama
881,Creature Comforts (1989),Animation|Comedy
882,Blood Simple (1984),Crime|Drama|Film-Noir
883,Badlands (1973),Crime|Drama|Thriller
884,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
885,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
886,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
887,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
888,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
889,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
890,Battlestar Galactica (2003),Drama|Sci-Fi|War
891,Old Boy (2003),Mystery|Thriller
892,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
893,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
894,Die Hard (1988),Action|Crime|Thriller
895,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
896,"Godfather: Part II, The (1974)",Crime|Drama
897,Raging Bull (1980),Drama
898,"Sting, The (1973)",Comedy|Crime
899,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
900,"Untouchables, The (1987)",Action|Crime|Drama
901,Trading Places (1983),Comedy
902,White Men Can't Jump (1992),Comedy|Drama
903,Double Indemnity (1944),Crime|Drama|Film-Noir
904,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
905,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
906,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
907,Mystic River (2003),Crime|Drama|Mystery
908,Enter the Dragon (1973),Action|Crime
909,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
910,"Wrestler, The (2008)",Drama
911,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
912,"Social Network, The (2010)",Drama
913,"Fighter, The (2010)",Drama
914,True Grit (2010),Western
915,Carlito's Way (1993),Crime|Drama
916,Demolition Man (1993),Action|Adventure|Sci-Fi
917,True Romance (1993),Crime|Thriller
918,Dragonheart (1996),Action|Adventure|Fantasy
919,Trainspotting (1996),Comedy|Crime|Drama
920,Cool Runnings (1993),Comedy
921,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
922,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
923,Once Upon a Time in America (1984),Crime|Drama
924,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
925,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
926,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
927,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
928,Jackie Brown (1997),Crime|Drama|Thriller
929,Rain Man (1988),Drama
930,Rocky II (1979),Action|Drama
931,Rocky III (1982),Action|Drama
932,Rocky IV (1985),Action|Drama
933,Rocky V (1990),Action|Drama
934,"Karate Kid, The (1984)",Drama
935,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
936,American Pie (1999),Comedy|Romance
937,Ferris Bueller's Day Off (1986),Comedy
938,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
939,Home Alone 2: Lost in New York (1992),Children|Comedy
940,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
941,"Bodyguard, The (1992)",Drama|Romance|Thriller
942,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
943,Modern Times (1936),Comedy|Drama|Romance
944,Chicken Run (2000),Animation|Children|Comedy
945,Scary Movie (2000),Comedy|Horror
946,Wall Street (1987),Drama
947,Scarface (1983),Action|Crime|Drama
948,"Magnificent Seven, The (1960)",Adventure|Western
949,Rat Race (2001),Comedy
950,Zoolander (2001),Comedy
951,Panic Room (2002),Thriller
952,"Bourne Identity, The (2002)",Action|Mystery|Thriller
953,"Transporter, The (2002)",Action|Crime
954,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
955,Bowling for Columbine (2002),Documentary
956,"Ring, The (2002)",Horror|Mystery|Thriller
957,Equilibrium (2002),Action|Sci-Fi|Thriller
958,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
959,"Pianist, The (2002)",Drama|War
960,Anger Management (2003),Comedy
961,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
962,"Italian Job, The (2003)",Action|Crime
963,Barton Fink (1991),Drama|Thriller
964,Bad Boys II (2003),Action|Comedy|Crime|Thriller
965,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
966,All the President's Men (1976),Drama|Thriller
967,Monty Python's The Meaning of Life (1983),Comedy
968,Scary Movie 3 (2003),Comedy|Horror
969,Big Fish (2003),Drama|Fantasy|Romance
970,EuroTrip (2004),Adventure|Comedy
971,"Passion of the Christ, The (2004)",Drama
972,"Good bye, Lenin! (2003)",Comedy|Drama
973,Hellboy (2004),Action|Adventure|Fantasy|Horror
974,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
975,Anchorman: The Legend of Ron Burgundy (2004),Comedy
976,Garden State (2004),Comedy|Drama|Romance
977,Team America: World Police (2004),Action|Adventure|Animation|Comedy
978,The Machinist (2004),Drama|Mystery|Thriller
979,Layer Cake (2004),Crime|Drama|Thriller
980,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
981,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
982,Madagascar (2005),Adventure|Animation|Children|Comedy
983,Fantastic Four (2005),Action|Adventure|Sci-Fi
984,Serenity (2005),Action|Adventure|Sci-Fi
985,Transporter 2 (2005),Action|Crime|Thriller
986,Lord of War (2005),Action|Crime|Drama|Thriller|War
987,Aeon Flux (2005),Action|Sci-Fi
988,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
989,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
990,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
991,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
992,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy
993,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
994,Inside Man (2006),Crime|Drama|Thriller
995,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
996,Lucky Number Slevin (2006),Crime|Drama|Mystery
997,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
998,Little Miss Sunshine (2006),Adventure|Comedy|Drama
999,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
1000,Crank (2006),Action|Thriller
1001,Rocky Balboa (2006),Action|Drama
1002,Zodiac (2007),Crime|Drama|Thriller
1003,Fracture (2007),Crime|Drama|Mystery|Thriller
1004,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
1005,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
1006,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
1007,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
1008,"Simpsons Movie, The (2007)",Animation|Comedy
1009,Eastern Promises (2007),Crime|Drama|Thriller
1010,Into the Wild (2007),Action|Adventure|Drama
1011,Michael Clayton (2007),Drama|Thriller
1012,Gone Baby Gone (2007),Crime|Drama|Mystery
